global_step,tp,tn,fp,fn,mcc,train_loss,eval_loss
1239,1141,181,1015,140,0.06256196959848451,0.6918577551841736,0.6907877362543536
2000,817,507,689,464,0.06315027430954452,0.6877171397209167,0.6933264336278362
2478,1269,17,1179,12,0.022513944834180535,0.8147813677787781,0.7257712429569614
3717,383,921,275,898,0.07812454152062688,0.24782824516296387,0.799979513018362
4000,589,739,457,692,0.07859948017015064,1.0434751510620117,1.2661989891721357
4956,646,701,495,635,0.09064198592093561,0.05239313840866089,1.5155835561694637
6000,750,614,582,531,0.09908255732615306,0.5714641213417053,2.1727705682477643
6195,731,648,548,550,0.11244785968871245,0.7773018479347229,2.186265734462969
7434,751,601,595,530,0.08905290980212759,0.0022315382957458496,2.6778025609350973
8000,733,632,564,548,0.10069042222846791,0.0012924671173095703,2.934478140934821
8673,724,637,559,557,0.09779769974953569,0.0016492009162902832,2.9117947856985755
9912,724,632,564,557,0.09363122483697496,0.0008752942085266113,3.087525977338514
10000,738,620,576,543,0.09462739234213777,0.0010654628276824951,3.128207482541761
