global_step,tp,tn,fp,fn,mcc,train_loss,eval_loss
995,927,319,920,311,0.007180500991284588,0.7418137788772583,0.6932464226599663
1990,1233,7,1232,5,0.011600526086883884,0.6978216767311096,0.693927122892872
2000,1234,3,1236,4,-0.007626550031851251,0.695088267326355,0.6951628786902274
2985,1234,5,1234,4,0.006685368515941872,0.6515148282051086,0.7187432621755908
3980,1166,136,1103,72,0.09303811324336862,0.7254188656806946,0.6990338102463753
4000,1205,76,1163,33,0.08455118956174273,0.6046637296676636,0.7121191270889774
4975,1225,47,1192,13,0.08921861649876363,0.6881810426712036,0.7390539487523418
5970,1107,486,753,131,0.3311498002600727,0.3667963743209839,0.6203282037088947
6000,1150,422,817,88,0.3332663238094103,0.20320428907871246,0.6682365131954993
6965,1082,662,577,156,0.4340773997569311,0.6604969501495361,0.6544224112264572
7960,1183,603,636,55,0.5006574943514239,0.0024849772453308105,1.0347841945627043
8000,1078,768,471,160,0.5067995551075054,0.0022422373294830322,1.0587393823079765
8955,1176,695,544,62,0.5544748533533037,0.0003826022148132324,1.1332081247241266
9950,1146,793,446,92,0.5902737603806881,0.00035941600799560547,1.1682905818185498
